EnsemblID,UniProtID,GeneSymbolID,PathwayStId,PathwayDisplayName,PathwayReactomeLink
ENSG00000273706,P48742,LHX1,R-HSA-9831926,Nephron development,https://reactome.org/PathwayBrowser/#/R-HSA-9831926
ENSG00000115163,P49450,CENPA,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000115163,P49450,CENPA,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000115163,P49450,CENPA,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000115163,P49450,CENPA,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000115163,P49450,CENPA,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,https://reactome.org/PathwayBrowser/#/R-HSA-606279
ENSG00000115163,P49450,CENPA,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000115163,P49450,CENPA,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000225398,,PGM5P4,,,
ENSG00000169344,P07911,UMOD,R-HSA-446203,Asparagine N-linked glycosylation,https://reactome.org/PathwayBrowser/#/R-HSA-446203
ENSG00000119715,,ESRRB,R-HSA-383280,Nuclear Receptor transcription pathway,https://reactome.org/PathwayBrowser/#/R-HSA-383280
ENSG00000136158,O43597,SPRY2,R-HSA-1295596,Spry regulation of FGF signaling,https://reactome.org/PathwayBrowser/#/R-HSA-1295596
ENSG00000136158,O43597,SPRY2,R-HSA-182971,EGFR downregulation,https://reactome.org/PathwayBrowser/#/R-HSA-182971
ENSG00000263761,Q9UK05,GDF2,R-HSA-201451,Signaling by BMP,https://reactome.org/PathwayBrowser/#/R-HSA-201451
ENSG00000072657,,TRHDE,,,
ENSG00000168309,,FAM107A,,,
ENSG00000258808,,LINC02310,,,
ENSG00000286289,,,,,
ENSG00000120913,,PDLIM2,,,
ENSG00000198873,P34947,GRK5,R-HSA-416476,G alpha (q) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-416476
ENSG00000198873,P34947,GRK5,R-HSA-418555,G alpha (s) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-418555
ENSG00000144381,P10809,HSPD1,R-HSA-1268020,Mitochondrial protein import,https://reactome.org/PathwayBrowser/#/R-HSA-1268020
ENSG00000144381,P10809,HSPD1,R-HSA-8869496,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,https://reactome.org/PathwayBrowser/#/R-HSA-8869496
ENSG00000144381,P10809,HSPD1,R-HSA-9837999,Mitochondrial protein degradation,https://reactome.org/PathwayBrowser/#/R-HSA-9837999
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-5626467,RHO GTPases activate IQGAPs,https://reactome.org/PathwayBrowser/#/R-HSA-5626467
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-8980692,RHOA GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-8980692
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-9013026,RHOB GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013026
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-9013106,RHOC GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013106
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-9013148,CDC42 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013148
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-9013149,RAC1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013149
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-9013406,RHOQ GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013406
ENSG00000183856,Q86VI3,IQGAP3,R-HSA-9013409,RHOJ GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013409
ENSG00000024422,Q9NZN4,EHD2,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,https://reactome.org/PathwayBrowser/#/R-HSA-983231
ENSG00000138160,P52732,KIF11,R-HSA-2132295,MHC class II antigen presentation,https://reactome.org/PathwayBrowser/#/R-HSA-2132295
ENSG00000138160,P52732,KIF11,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-HSA-6811434
ENSG00000138160,P52732,KIF11,R-HSA-983189,Kinesins,https://reactome.org/PathwayBrowser/#/R-HSA-983189
ENSG00000213853,,EMP2,,,
ENSG00000131097,,HIGD1B,,,
ENSG00000105929,Q9HBG4,ATP6V0A4,R-HSA-1222556,ROS and RNS production in phagocytes,https://reactome.org/PathwayBrowser/#/R-HSA-1222556
ENSG00000105929,Q9HBG4,ATP6V0A4,R-HSA-77387,Insulin receptor recycling,https://reactome.org/PathwayBrowser/#/R-HSA-77387
ENSG00000105929,Q9HBG4,ATP6V0A4,R-HSA-917977,Transferrin endocytosis and recycling,https://reactome.org/PathwayBrowser/#/R-HSA-917977
ENSG00000105929,Q9HBG4,ATP6V0A4,R-HSA-983712,Ion channel transport,https://reactome.org/PathwayBrowser/#/R-HSA-983712
ENSG00000248517,,LINC02437,,,
ENSG00000187134,Q04828,AKR1C1,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,https://reactome.org/PathwayBrowser/#/R-HSA-193368
ENSG00000187134,Q04828,AKR1C1,R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,https://reactome.org/PathwayBrowser/#/R-HSA-193775
ENSG00000187134,Q04828,AKR1C1,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,https://reactome.org/PathwayBrowser/#/R-HSA-193807
ENSG00000187134,Q04828,AKR1C1,R-HSA-975634,Retinoid metabolism and transport,https://reactome.org/PathwayBrowser/#/R-HSA-975634
ENSG00000187134,Q04828,AKR1C1,R-HSA-9757110,Prednisone ADME,https://reactome.org/PathwayBrowser/#/R-HSA-9757110
ENSG00000241158,,ADAMTS9-AS1,,,
ENSG00000151834,P47869,GABRA2,R-HSA-977443,GABA receptor activation,https://reactome.org/PathwayBrowser/#/R-HSA-977443
ENSG00000129810,Q5FBB7,SGO1,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000129810,Q5FBB7,SGO1,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000129810,Q5FBB7,SGO1,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000129810,Q5FBB7,SGO1,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000129810,Q5FBB7,SGO1,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000129810,Q5FBB7,SGO1,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000043355,O95409,ZIC2,R-HSA-9823739,Formation of the anterior neural plate,https://reactome.org/PathwayBrowser/#/R-HSA-9823739
ENSG00000170231,P51161,FABP6,R-HSA-159418,Recycling of bile acids and salts,https://reactome.org/PathwayBrowser/#/R-HSA-159418
ENSG00000170231,P51161,FABP6,R-HSA-163560,Triglyceride catabolism,https://reactome.org/PathwayBrowser/#/R-HSA-163560
ENSG00000170231,P51161,FABP6,R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,https://reactome.org/PathwayBrowser/#/R-HSA-9623433
ENSG00000237413,,,,,
ENSG00000137727,Q9P2F6,ARHGAP20,R-HSA-8980692,RHOA GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-8980692
ENSG00000137727,Q9P2F6,ARHGAP20,R-HSA-9013148,CDC42 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013148
ENSG00000137727,Q9P2F6,ARHGAP20,R-HSA-9013149,RAC1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013149
ENSG00000169862,,CTNND2,,,
ENSG00000163788,,SNRK,,,
ENSG00000276668,,,,,
ENSG00000171885,P55087,AQP4,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,https://reactome.org/PathwayBrowser/#/R-HSA-432040
ENSG00000171885,P55087,AQP4,R-HSA-432047,Passive transport by Aquaporins,https://reactome.org/PathwayBrowser/#/R-HSA-432047
ENSG00000185133,Q15735,INPP5J,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,https://reactome.org/PathwayBrowser/#/R-HSA-1660499
ENSG00000185133,Q15735,INPP5J,R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",https://reactome.org/PathwayBrowser/#/R-HSA-1855183
ENSG00000185133,Q15735,INPP5J,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,https://reactome.org/PathwayBrowser/#/R-HSA-1855204
ENSG00000088305,Q9UBC3,DNMT3B,R-HSA-212300,PRC2 methylates histones and DNA,https://reactome.org/PathwayBrowser/#/R-HSA-212300
ENSG00000088305,Q9UBC3,DNMT3B,R-HSA-427413,NoRC negatively regulates rRNA expression,https://reactome.org/PathwayBrowser/#/R-HSA-427413
ENSG00000088305,Q9UBC3,DNMT3B,R-HSA-4655427,SUMOylation of DNA methylation proteins,https://reactome.org/PathwayBrowser/#/R-HSA-4655427
ENSG00000088305,Q9UBC3,DNMT3B,R-HSA-5334118,DNA methylation,https://reactome.org/PathwayBrowser/#/R-HSA-5334118
ENSG00000088305,Q9UBC3,DNMT3B,R-HSA-9710421,Defective pyroptosis,https://reactome.org/PathwayBrowser/#/R-HSA-9710421
ENSG00000228288,,PCAT6,,,
ENSG00000228401,,,,,
ENSG00000157554,,ERG,,,
ENSG00000126878,,AIF1L,,,
ENSG00000092068,Q9UHI5,SLC7A8,R-HSA-210991,Basigin interactions,https://reactome.org/PathwayBrowser/#/R-HSA-210991
ENSG00000092068,Q9UHI5,SLC7A8,R-HSA-352230,Amino acid transport across the plasma membrane,https://reactome.org/PathwayBrowser/#/R-HSA-352230
ENSG00000249601,,LINC01187,,,
ENSG00000164879,P07451,CA3,R-HSA-1475029,Reversible hydration of carbon dioxide,https://reactome.org/PathwayBrowser/#/R-HSA-1475029
ENSG00000087586,,AURKA,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,https://reactome.org/PathwayBrowser/#/R-HSA-174178
ENSG00000087586,,AURKA,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,https://reactome.org/PathwayBrowser/#/R-HSA-2565942
ENSG00000087586,,AURKA,R-HSA-4615885,SUMOylation of DNA replication proteins,https://reactome.org/PathwayBrowser/#/R-HSA-4615885
ENSG00000087586,,AURKA,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,https://reactome.org/PathwayBrowser/#/R-HSA-6804114
ENSG00000087586,,AURKA,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,https://reactome.org/PathwayBrowser/#/R-HSA-6804756
ENSG00000087586,,AURKA,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,https://reactome.org/PathwayBrowser/#/R-HSA-8854050
ENSG00000087586,,AURKA,R-HSA-8854518,AURKA Activation by TPX2,https://reactome.org/PathwayBrowser/#/R-HSA-8854518
ENSG00000087586,,AURKA,R-HSA-8854521,Interaction between PHLDA1 and AURKA,https://reactome.org/PathwayBrowser/#/R-HSA-8854521
ENSG00000189369,Q8IYD1,GSPT2,R-HSA-72764,Eukaryotic Translation Termination,https://reactome.org/PathwayBrowser/#/R-HSA-72764
ENSG00000189369,Q8IYD1,GSPT2,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,https://reactome.org/PathwayBrowser/#/R-HSA-9010553
ENSG00000189369,Q8IYD1,GSPT2,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),https://reactome.org/PathwayBrowser/#/R-HSA-975956
ENSG00000189369,Q8IYD1,GSPT2,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),https://reactome.org/PathwayBrowser/#/R-HSA-975957
ENSG00000151704,P48048,KCNJ1,R-HSA-1296067,Potassium transport channels,https://reactome.org/PathwayBrowser/#/R-HSA-1296067
ENSG00000096088,,PGC,,,
ENSG00000117650,P51955,NEK2,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,https://reactome.org/PathwayBrowser/#/R-HSA-179409
ENSG00000117650,P51955,NEK2,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,https://reactome.org/PathwayBrowser/#/R-HSA-2565942
ENSG00000117650,P51955,NEK2,R-HSA-380259,Loss of Nlp from mitotic centrosomes,https://reactome.org/PathwayBrowser/#/R-HSA-380259
ENSG00000117650,P51955,NEK2,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,https://reactome.org/PathwayBrowser/#/R-HSA-380270
ENSG00000117650,P51955,NEK2,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,https://reactome.org/PathwayBrowser/#/R-HSA-380284
ENSG00000117650,P51955,NEK2,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,https://reactome.org/PathwayBrowser/#/R-HSA-380320
ENSG00000117650,P51955,NEK2,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,https://reactome.org/PathwayBrowser/#/R-HSA-5620912
ENSG00000117650,P51955,NEK2,R-HSA-8854518,AURKA Activation by TPX2,https://reactome.org/PathwayBrowser/#/R-HSA-8854518
ENSG00000228055,,FAM245A,,,
ENSG00000101335,P24844,MYL9,R-HSA-3928663,EPHA-mediated growth cone collapse,https://reactome.org/PathwayBrowser/#/R-HSA-3928663
ENSG00000101335,P24844,MYL9,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,https://reactome.org/PathwayBrowser/#/R-HSA-416572
ENSG00000101335,P24844,MYL9,R-HSA-445355,Smooth Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-445355
ENSG00000101335,P24844,MYL9,R-HSA-5625740,RHO GTPases activate PKNs,https://reactome.org/PathwayBrowser/#/R-HSA-5625740
ENSG00000101335,P24844,MYL9,R-HSA-5625900,RHO GTPases activate CIT,https://reactome.org/PathwayBrowser/#/R-HSA-5625900
ENSG00000101335,P24844,MYL9,R-HSA-5627117,RHO GTPases Activate ROCKs,https://reactome.org/PathwayBrowser/#/R-HSA-5627117
ENSG00000101335,P24844,MYL9,R-HSA-5627123,RHO GTPases activate PAKs,https://reactome.org/PathwayBrowser/#/R-HSA-5627123
ENSG00000101335,P24844,MYL9,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,https://reactome.org/PathwayBrowser/#/R-HSA-8936459
ENSG00000013810,Q9Y6A5,TACC3,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,https://reactome.org/PathwayBrowser/#/R-HSA-9013507
ENSG00000013810,Q9Y6A5,TACC3,R-HSA-9604323,Negative regulation of NOTCH4 signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9604323
ENSG00000100526,,CDKN3,,,
ENSG00000117594,P28845,HSD11B1,R-HSA-194002,Glucocorticoid biosynthesis,https://reactome.org/PathwayBrowser/#/R-HSA-194002
ENSG00000117594,P28845,HSD11B1,R-HSA-9757110,Prednisone ADME,https://reactome.org/PathwayBrowser/#/R-HSA-9757110
ENSG00000131831,,RAI2,,,
ENSG00000280339,,,,,
ENSG00000263155,,MYZAP,,,
ENSG00000112742,,TTK,,,
ENSG00000168481,Q8N145,LGI3,R-HSA-5682910,LGI-ADAM interactions,https://reactome.org/PathwayBrowser/#/R-HSA-5682910
ENSG00000148053,Q16620,NTRK2,R-HSA-1257604,PIP3 activates AKT signaling,https://reactome.org/PathwayBrowser/#/R-HSA-1257604
ENSG00000148053,Q16620,NTRK2,R-HSA-187024,NGF-independant TRKA activation,https://reactome.org/PathwayBrowser/#/R-HSA-187024
ENSG00000148053,Q16620,NTRK2,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,https://reactome.org/PathwayBrowser/#/R-HSA-2219530
ENSG00000148053,Q16620,NTRK2,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",https://reactome.org/PathwayBrowser/#/R-HSA-6811558
ENSG00000148053,Q16620,NTRK2,R-HSA-9024909,BDNF activates NTRK2 (TRKB) signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9024909
ENSG00000148053,Q16620,NTRK2,R-HSA-9025046,NTF3 activates NTRK2 (TRKB) signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9025046
ENSG00000148053,Q16620,NTRK2,R-HSA-9026357,NTF4 activates NTRK2 (TRKB) signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9026357
ENSG00000148053,Q16620,NTRK2,R-HSA-9026519,Activated NTRK2 signals through RAS,https://reactome.org/PathwayBrowser/#/R-HSA-9026519
ENSG00000148053,Q16620,NTRK2,R-HSA-9026527,Activated NTRK2 signals through PLCG1,https://reactome.org/PathwayBrowser/#/R-HSA-9026527
ENSG00000148053,Q16620,NTRK2,R-HSA-9028335,Activated NTRK2 signals through PI3K,https://reactome.org/PathwayBrowser/#/R-HSA-9028335
ENSG00000148053,Q16620,NTRK2,R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,https://reactome.org/PathwayBrowser/#/R-HSA-9028731
ENSG00000148053,Q16620,NTRK2,R-HSA-9032500,Activated NTRK2 signals through FYN,https://reactome.org/PathwayBrowser/#/R-HSA-9032500
ENSG00000148053,Q16620,NTRK2,R-HSA-9032759,NTRK2 activates RAC1,https://reactome.org/PathwayBrowser/#/R-HSA-9032759
ENSG00000148053,Q16620,NTRK2,R-HSA-9032845,Activated NTRK2 signals through CDK5,https://reactome.org/PathwayBrowser/#/R-HSA-9032845
ENSG00000137135,Q8N4T4,ARHGEF39,R-HSA-193648,NRAGE signals death through JNK,https://reactome.org/PathwayBrowser/#/R-HSA-193648
ENSG00000137135,Q8N4T4,ARHGEF39,R-HSA-416482,G alpha (12/13) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-416482
ENSG00000137135,Q8N4T4,ARHGEF39,R-HSA-9013149,RAC1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013149
ENSG00000134057,P14635,CCNB1,R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,https://reactome.org/PathwayBrowser/#/R-HSA-113507
ENSG00000134057,P14635,CCNB1,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000134057,P14635,CCNB1,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,https://reactome.org/PathwayBrowser/#/R-HSA-162658
ENSG00000134057,P14635,CCNB1,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,https://reactome.org/PathwayBrowser/#/R-HSA-174048
ENSG00000134057,P14635,CCNB1,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,https://reactome.org/PathwayBrowser/#/R-HSA-176408
ENSG00000134057,P14635,CCNB1,R-HSA-176412,Phosphorylation of the APC/C,https://reactome.org/PathwayBrowser/#/R-HSA-176412
ENSG00000134057,P14635,CCNB1,R-HSA-176417,Phosphorylation of Emi1,https://reactome.org/PathwayBrowser/#/R-HSA-176417
ENSG00000134057,P14635,CCNB1,R-HSA-2299718,Condensation of Prophase Chromosomes,https://reactome.org/PathwayBrowser/#/R-HSA-2299718
ENSG00000134057,P14635,CCNB1,R-HSA-2465910,MASTL Facilitates Mitotic Progression,https://reactome.org/PathwayBrowser/#/R-HSA-2465910
ENSG00000134057,P14635,CCNB1,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000134057,P14635,CCNB1,R-HSA-2514853,Condensation of Prometaphase Chromosomes,https://reactome.org/PathwayBrowser/#/R-HSA-2514853
ENSG00000134057,P14635,CCNB1,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,https://reactome.org/PathwayBrowser/#/R-HSA-2565942
ENSG00000134057,P14635,CCNB1,R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",https://reactome.org/PathwayBrowser/#/R-HSA-2980767
ENSG00000134057,P14635,CCNB1,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,https://reactome.org/PathwayBrowser/#/R-HSA-2995383
ENSG00000134057,P14635,CCNB1,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,https://reactome.org/PathwayBrowser/#/R-HSA-3301854
ENSG00000134057,P14635,CCNB1,R-HSA-4419969,Depolymerization of the Nuclear Lamina,https://reactome.org/PathwayBrowser/#/R-HSA-4419969
ENSG00000134057,P14635,CCNB1,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,https://reactome.org/PathwayBrowser/#/R-HSA-6804114
ENSG00000134057,P14635,CCNB1,R-HSA-68875,Mitotic Prophase,https://reactome.org/PathwayBrowser/#/R-HSA-68875
ENSG00000134057,P14635,CCNB1,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,https://reactome.org/PathwayBrowser/#/R-HSA-69273
ENSG00000134057,P14635,CCNB1,R-HSA-69478,G2/M DNA replication checkpoint,https://reactome.org/PathwayBrowser/#/R-HSA-69478
ENSG00000134057,P14635,CCNB1,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,https://reactome.org/PathwayBrowser/#/R-HSA-75035
ENSG00000134057,P14635,CCNB1,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,https://reactome.org/PathwayBrowser/#/R-HSA-8852276
ENSG00000134057,P14635,CCNB1,R-HSA-8878166,Transcriptional regulation by RUNX2,https://reactome.org/PathwayBrowser/#/R-HSA-8878166
ENSG00000134057,P14635,CCNB1,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9725371
ENSG00000134057,P14635,CCNB1,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,https://reactome.org/PathwayBrowser/#/R-HSA-9825892
ENSG00000167641,Q96A00,PPP1R14A,R-HSA-5625740,RHO GTPases activate PKNs,https://reactome.org/PathwayBrowser/#/R-HSA-5625740
ENSG00000125810,Q9NPY3,CD93,R-HSA-6798695,Neutrophil degranulation,https://reactome.org/PathwayBrowser/#/R-HSA-6798695
ENSG00000286214,,,,,
ENSG00000117595,O14896,IRF6,R-HSA-877300,Interferon gamma signaling,https://reactome.org/PathwayBrowser/#/R-HSA-877300
ENSG00000117595,O14896,IRF6,R-HSA-909733,Interferon alpha/beta signaling,https://reactome.org/PathwayBrowser/#/R-HSA-909733
ENSG00000243694,,LINC02027,,,
ENSG00000160801,Q03431,PTH1R,R-HSA-373080,Class B/2 (Secretin family receptors),https://reactome.org/PathwayBrowser/#/R-HSA-373080
ENSG00000160801,Q03431,PTH1R,R-HSA-418555,G alpha (s) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-418555
ENSG00000081818,,PCDHB4,,,
ENSG00000102104,,RS1,,,
ENSG00000151715,,TMEM45B,,,
ENSG00000169679,O43683,BUB1,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000169679,O43683,BUB1,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000169679,O43683,BUB1,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000169679,O43683,BUB1,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000169679,O43683,BUB1,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000169679,O43683,BUB1,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000176435,,CLEC14A,,,
ENSG00000277494,,GPIHBP1,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,https://reactome.org/PathwayBrowser/#/R-HSA-163125
ENSG00000277494,,GPIHBP1,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,https://reactome.org/PathwayBrowser/#/R-HSA-8963889
ENSG00000277494,,GPIHBP1,R-HSA-8963901,Chylomicron remodeling,https://reactome.org/PathwayBrowser/#/R-HSA-8963901
ENSG00000277494,,GPIHBP1,R-HSA-975634,Retinoid metabolism and transport,https://reactome.org/PathwayBrowser/#/R-HSA-975634
ENSG00000121152,Q15003,NCAPH,R-HSA-2514853,Condensation of Prometaphase Chromosomes,https://reactome.org/PathwayBrowser/#/R-HSA-2514853
ENSG00000115368,Q8IWA0,WDR75,R-HSA-6790901,rRNA modification in the nucleus and cytosol,https://reactome.org/PathwayBrowser/#/R-HSA-6790901
ENSG00000115368,Q8IWA0,WDR75,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,https://reactome.org/PathwayBrowser/#/R-HSA-6791226
ENSG00000037965,P31273,HOXC8,R-HSA-9762293,Regulation of CDH11 gene transcription,https://reactome.org/PathwayBrowser/#/R-HSA-9762293
ENSG00000132561,,MATN2,,,
ENSG00000276043,Q96T88,UHRF1,R-HSA-5334118,DNA methylation,https://reactome.org/PathwayBrowser/#/R-HSA-5334118
ENSG00000276043,Q96T88,UHRF1,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),https://reactome.org/PathwayBrowser/#/R-HSA-9821002
ENSG00000154920,Q96AY2,EME1,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,https://reactome.org/PathwayBrowser/#/R-HSA-5693568
ENSG00000154920,Q96AY2,EME1,R-HSA-6783310,Fanconi Anemia Pathway,https://reactome.org/PathwayBrowser/#/R-HSA-6783310
ENSG00000114698,,PLSCR4,,,
ENSG00000145824,,CXCL14,,,
ENSG00000146374,Q9BXY4,RSPO3,R-HSA-4641263,Regulation of FZD by ubiquitination,https://reactome.org/PathwayBrowser/#/R-HSA-4641263
ENSG00000146374,Q9BXY4,RSPO3,R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,https://reactome.org/PathwayBrowser/#/R-HSA-8939256
ENSG00000115616,Q9UBY0,SLC9A2,R-HSA-425986,Sodium/Proton exchangers,https://reactome.org/PathwayBrowser/#/R-HSA-425986
ENSG00000154721,P57087,JAM2,R-HSA-202733,Cell surface interactions at the vascular wall,https://reactome.org/PathwayBrowser/#/R-HSA-202733
ENSG00000154721,P57087,JAM2,R-HSA-216083,Integrin cell surface interactions,https://reactome.org/PathwayBrowser/#/R-HSA-216083
ENSG00000180251,Q6AI14,SLC9A4,R-HSA-425986,Sodium/Proton exchangers,https://reactome.org/PathwayBrowser/#/R-HSA-425986
ENSG00000183087,Q14393,GAS6,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000183087,Q14393,GAS6,R-HSA-159740,Gamma-carboxylation of protein precursors,https://reactome.org/PathwayBrowser/#/R-HSA-159740
